,_id,name,owner,tracks,id
7579,{'$oid': '5730d2bb88e15285dc1ff563'},Drake â€“ Nothing Was The Same,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['2cx10hB95ygrUp2RsZW7Oh', '5CDy1I6rSt6vXdqIb87A6f', '6cT5orvyKqwghJp6KB9vG0', '1y9g5UW31xBqvOi10tcXGX', '6V2D8Lls36APk0THDjBDfE', '3ptQ2qKjiGOIW1USCFXVtT', '6kIh5c8x8vzOe6OKW1X59U', '14Rcq31SafFBHNEwXrtR2B', '4IJ7ZoJ8z8cAIbqYShF3ZZ', '3Qu5bTS5AvgS0TpeGhQyfc', '1HDaPtZuixue2q6VGNRdVO', '4kNvYhyl8R6m1vykVkcuBu', '6KziiQUOoCmC7Kc7Rv4jar', '10VBBaul4zVD0reteuIHM2', '6oF3Es1YzzmLKjGBfThUvD']",5730d2bb88e15285dc1ff563
7580,{'$oid': '5730d2bb88e15285dc1ff564'},Lianne La Havas â€“ Is Your Love Big Enough?,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['73U20lYCzqwGLLk4V7u3ul', '0xIi7KsnuvYbgOpsyUiW9B', '5keIdiLVZZa2WCUhG5ILcw', '4XoxZQiUmuL1SsQfrAWbif', '2Bkk4NSqSyNiDZSxqWgYgv', '7BPzg4j8bxi9LPZo79LjPy', '2Xwhtjivb7E7eOqS0ysCNT', '3zN9FNSKRyCq17MNpQvDNd', '2SH25RPa4e1i1CRlTms14v', '0mblDBhfX2SCQu2SbwTMgp', '3lI8xmGNgcwsSYEXjKdbdp', '3grtd7DDleOmNWE4xdXJfZ', '3XehcQWDqKBjgdx4w0JK3z', '2H9Qb5BFcYMnU5vMoxhKfC', '6pmrDIZKljbgNMNsavmWmA', '23DsBjhH8cvuOYFbYUdoLV', '3l4IROV459bed4oIFhEsxt']",5730d2bb88e15285dc1ff564
7582,{'$oid': '5730d2bb88e15285dc1ff566'},Country Pop,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['11EX5yhxr9Ihl3IN1asrfK', '1KziEreWSDpLzhJrdWHFM9', '3yKsX1l5OoLJU5TDzkajLd', '0i5el041vd6nxrGEU8QRxy', '4huJGYc0n1i4GW8XmIi2SR', '1SqBVzBRNOGDFH41CAtjub', '16vNQhg2y5RDkkNaQExLTL', '5dPfweC4kFNvS45Hke0FBF', '4EZKF8mFmLS6OEPrphjRvt', '36SyzVsuwk06ntEGBe7kKO', '5Rx0CQS837a8bDko43HKNV', '3T4PudlSVFS2xDZ0NnyMwq', '0v1xRYqHE5N5bBi4db5RNR', '1OY28mLBwVrBNclvkOU4qo', '1mJ05BN0So26a14iib85aI', '0JcKdUGNR7zI4jJDLyYXbi', '38CLNfnKWFVBJN5f0vcw4E', '0ZUo4YjG4saFnEJhdWp9Bt', '2dRPQFwPqAmc42mDRnsDQu', '7uS5Sin6kgaupRtgYZDntE', '1vITRWPbQyCLM9ujuTVJsq', '2nRvKHh2mtOfIQ4jcAkP9q', '7M7crvWDpVgW4ZkFtw1YlC', '23iIql97Vt5LcxwEtE7s54', '5mFYtqhN4T2D9IPSaZnVDw', '0njHQkgRP4rXcm9qnZdaFx', '0vFMQi8ZnOM2y8cuReZTZ2', '2z8OXShNGUgRitHyO3GuYG', '069BiJN23l4p6DoMXS43S8', '5uLvUgETniilMfWK9J2K2l', '3nKXn4HwrJ4XtcFjw9n1qb', '3qQPnmqnZwtnWLnIPEKD7f', '2tC3NZsLgXr9CXvOKon19c', '6Agiwgwq5BtflpNynGYsUv', '0Rcm3eyf9ALtx69QUldYIf', '4nkUVxnkj2fl7NHxk4PSWq', '0knbW9EwgSLfNFMWys1mQm', '0lKsSpY9PpHFcg7bb37U7G', '41NSrKm33WLGX1xIJgU6Np', '0wb0UFUnUq8UiAUujRB8ni']",5730d2bb88e15285dc1ff566
7585,{'$oid': '5730d2bb88e15285dc1ff569'},Jessie Ware â€“ Devotion,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['1LWCsnYnNMFoIAxhwTheZu', '2lzqBBjZ9Pyz8UXfuxSSAB', '5XAyFI4O8p1pItse95sbbM', '5CftrWPkW0duKXnfkyWl3h', '5Vr6GDPfuoWKlOpOATMMI0', '1pjq2fQF0AdyPfGbnzqtD6', '1r7DWEzBxGbdrLW7Oa2ouX', '326aNaUzr4BB2Qae6Nirxx', '5SmiUy0xpvtDAQDPTJdMOg', '2QPuWjnOa6N5p8fGn3iGly', '5YFU3IanweiQ8vWaZEIR42', '3VtYIMxaZEdrydYAofTN04', '3ycNF8wSAx28UJLEMvWm5s', '6dSgtTSqiu4Y8dfWs0Y6Nb', '71AATBHZGo82EnjZnG53Zx', '1hvq121KNtvohsdY0svnDi', '2J67vlZ7LqcLcODKksoBpI', '0XVTW9rACtI7GWPKN9ddrj', '5p3X0rd2HUpuenCDspRhFZ', '5TRCQmyrIjehPI3nlZ2THk', '1mT0HIUMbQYpn3dU8ePp9l', '708jomIP1WJkoinbSJxOGm', '6wqzINjx9vKRI76i0i2xEE', '4G9uPhhDRfmYdtATsZe10i', '0ENSn4fwAbCGeFGVUbXEU3']",5730d2bb88e15285dc1ff569
7586,{'$oid': '5730d2bb88e15285dc1ff56a'},Lay it down,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['03lQkrKSGN3ONmQ9YVCg69', '1P1DwndYaVJDUP5JjG9hac', '2IWBHdoSLXZnVWw3QqL9RC', '5OfgGVovaV6pd9kQZUSRP7', '0RWd9lavIw2OH8iGW5S79e', '6P0rrHx2RHgbp1VM8z9fiV', '42yMW2yrYFdHLFpuIl0lJq', '6W9diysjR1V67SRLaygwlI', '1dpRGsYFwldPxAeobSSTBy', '610BVUQMZpmt3eROWX9ZC1', '1K7WAnlLCHoF4SgPlrjpm3', '7HbB0JA2nuUbdOMiBmwFSm', '60ZVTgG9qD1Y0n5PrJUBmP', '6doD6dRcCRDC5TI6gP5zJm', '4wPMRD7wXqbRiTtBBTmDdz', '6rvKqjSuVP02HzGiV4G4iq', '0Zr8z1TgQl27P3qYqQltG2']",5730d2bb88e15285dc1ff56a
7587,{'$oid': '5730d2bb88e15285dc1ff56b'},John Legend â€“ Love In The Future,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['3ZvmOf48d9zZGrVs90CsRH', '4jMmMxVZIK6Tykoa3ehmAZ', '7vugjA0BxBUIRqrdRjncBx', '55nlbqqFVnSsArIeYSQlqx', '3U4isOIWM3VvDubwSI3y7a', '37XoUirsSqwmJG9cyBhznJ', '6FmEVOQProbemD1POcFZji', '1FGINGTZ23XJRf68sN60T9', '7tJRs2UPalK0XWwkQ4e73I', '0LoL9e5uLLtjYOx41TRcxE', '03YrTPLMgGXQOlKTTBwgiO', '5GNvTRrghExnVkZfAasBXg', '6KLgKZwCJp8GWo35KEOF3S', '1kzc6gS8MnxCDX7ykBXsxM', '1cR4aNHFDCVESzt8HhxO17', '2scd9lw4ljzDwMfG3WW4gD', '4W0zkKfRE2Bi7PrGHqiJo3', '1DM0p3WrhjLh6sddmLK0c9', '1G2Ya2ubnlS7xFfs1CfY3j', '7lomZYWSJafp2msfEQyjy5', '3okyrXShiPzxXzWwAGQHIm']",5730d2bb88e15285dc1ff56b
7588,{'$oid': '5730d2bb88e15285dc1ff56c'},rockin' out,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['3QrwftqtZ1D3jybjudsxnt', '6MVMin3wrNjPrKFHrBSAWv', '7mnV98rkGMJ9bvcc41NEIO', '2SUpC3UgKwLVOS2FtZif9N', '06yREZ9X92R2e9RJpdzZ2O', '2lC8mX6MPdp8bDabe80ZPH', '1CShgAvkBtZUy8YO1cNIuC', '4bO5WFLohobaMQDLrhbDEq', '21MLFi0ISlqDBp7DQHPi7p', '4siM2Ur4XBm3E8fdN5WCXK', '2UkAjD17Sc1bH39sKCTCJN', '5MuS4AgkzzTKmAfq4hs6yb', '3z6yGuVXfXqZjc8n6lfey4', '6nmVeODcBpsGKx5RPv003D', '07KHJvlYBeQVqrmifTEqEp']",5730d2bb88e15285dc1ff56c
7592,{'$oid': '5730d2bb88e15285dc1ff570'},Andy Mineo â€“ Uncomfortable,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['2gfF93kL5fb1akF1tTdTUb', '3PPx8HHsDiQnvSPa8I1vyN', '1LkXy670O5vQINf1eWECLn', '4Vyt1hSjEqJtAZ9lTg6bH6', '5CqlUrSDWmMkPOgId4dqxv', '3ieh7TBN3gAZCAaOYsoOZt', '4nEFN34skwr6bqOMLrY2sL', '1B3wni0sggmsNEj9ElSNBv', '7p8ufb1RTH7FRZixfUKMMv', '5XFYRxSFLFnxJOCFqXRLc9', '5SdF6EZQrGTYrp2XNnzqB9', '42Pmjcgp6ZXIn1SV092zs2', '3KZcvcCLWRk3dXACe76C7J', '4tivw0vYNflvw3YlAWx6Jp', '0l42jV4riEGLWuT0HtkxlJ', '2KbwS2ejhBrququLUh6rtl', '6Gvtv809oru3AkJDcjqrcI', '0toyRZZHpnmn28FL584vUs', '5OoQlwhdCudi7BCs8hFgRX', '7Iwl5dnjrCVw9hUthDXImK', '4Enix8OwqfEIAI4s6cNcTm', '5lKPgCx3GKjD2Tq8QCVeah', '0TtEP2xLt11EXu2ATRoDTU', '0AjAZHENBL385g7UhiStxb', '4gBXRrlOqwKUR5wFyXMYW8', '5RaBJGDF5MYZqbrepkwKdp', '63MXGCTIFkcym8Uze8FH4v', '76PFaHrtqAJ7BLIM9iV705', '7tmn5vxGo2lYaDwZm9jwtk', '3a4J5dWJ0w4lstu9iEvC3O', '1XK5U2ZjXmwnpB2toazFUo', '6uCm5nvAgeWCKVLMCy81dO']",5730d2bb88e15285dc1ff570
7594,{'$oid': '5730d2bb88e15285dc1ff572'},Betty!!!,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['6THltrAUGvUa9HNz5AqrCN', '0qAEctJDDC8IJ6VJUpLjxE', '1D4jBYudxGPYMtsah7m9U8', '6KAHq1un3GjbfQhTZnRnzb', '08yaS7OfWirwNL6fpTvS97', '155N0GTjzX0VVGAJE0rctR', '6kBMJejRNJlcwq8RZGNFzh', '0oJXcIhp9IPtVDmTUYuXRc', '0egmwflW6pVJVT3YLvFsZm', '22052C7WvSwKj6MFjVIGyv', '0VnlQoFYS6UgKozCF9jcdM', '3R94kfbmpL4BW67GuZICw4', '06bj6CC313fR9mO4JvxfoY', '635TVh5XC2D4BOeGMDgJHZ']",5730d2bb88e15285dc1ff572
7595,{'$oid': '5730d2bb88e15285dc1ff573'},Various Artists â€“ Saint Heron,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['0iTGZIAglj1yqopapi241d', '5uEihropMB4wVKhQcszDVt', '3z4lzYPHz9OgXiJr4bR76t', '29I8fsiyVUSvpBjgXKkbHH', '6Y7Z8cBSzBBA8R86uCU908', '5pHHFF8qq5PmOD2GeDLFOs', '2p6CSPPJDU11xjFZFoYuoD', '3TZWXhTDNdX2jTcjRs27te', '5LRvd4pqjAoxrRjrqyTizZ', '2ksu4eNaL9yurU14SephUO', '6ZqTDO32h4gTjqerBtc6Fd', '3HqbkVQRGV9fmhmQwlIrcw']",5730d2bb88e15285dc1ff573
7599,{'$oid': '5730d2bb88e15285dc1ff577'},Ciara â€“ Ciara,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['7LPKiStmNM8ni2a2r0mUIC', '7xWfbdgNSBIOtS95FNhXLH', '0o3WXZpwvABBsnHs8yD0ZK', '6lkPuuNAPnLUog2UHoAwWQ', '2IWBHdoSLXZnVWw3QqL9RC', '1OPRqekUHVWzzRNZnROTkk', '2Sqo6tVnyGiUPoa3q07qt9', '3BwA1XciWflxqdbYyEnXTN', '4jtyUzZm9WLc2AdaJ1dso7', '0zGmpuAHS0ZXCsLUX1uD1M', '4G3OybX8KL14FU7HfFRCIc', '58utanM53xpdNDM4I1ec3v']",5730d2bb88e15285dc1ff577
7600,{'$oid': '5730d2bb88e15285dc1ff578'},Mali Music â€“ Mali Is...,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['4gw4hrxRnSXRrEvqcpJMVH', '0aOBBYJT9O4NbXXHQrFer2', '7amI71zqlFSwDF3jFjHa2l', '2jJwrXbzLiUX8Rx6u6nPsc', '4ibNUyNevyvV5ZK3mP6hWU', '7gricPHxqsVEq1Lml7BFVu', '12QumkWHJS80ewreLyCm4r', '5umLmUmUCCqfgpP6kfu7rK', '1AmTlxCL4gfC73la94a23U', '63oetnKhac4GhCmv5R5MJU', '3mZ5sA570zhCzvhs74a6sV', '0cXn4D2lQRYp4Ti9LSjPk7', '1rSWT087L7tr7gU4eQ73Ie', '636ngJ3uyrbBp2oKTAVYef', '3hpWqA4yHikr9wKIfh5ogd', '4wloefy97hpMNqC8HFq0J8', '5oGklUprP6NCSrigrdPrsi', '0JetpUeaq1OAZuTj78BrhM', '2JbYoUC409rNEm1sn8fZiP', '77aWuviMLV4DcpIodVUAQt', '5uOucBvvkNSXM4U72Qo9HN', '0l778yB5DKAkMAS8Z2RoqF', '5I7hzZ6hdTM4vGCRhGmoea', '7gThA2feOdNSazklM0ze9Y', '4tivw0vYNflvw3YlAWx6Jp', '0FlUUdkGBF1lzf3zMlzAr4', '6l8F8jk2KLMXKBODLUBBKq', '3UTU7cFkB7kuUsKPaW9Oml', '32DOdPhSbnzARVnZTzdb5s', '40na5kYq2bFRZnXO8x8kQX', '6Gvtv809oru3AkJDcjqrcI', '4SqFlqyfCYF9sVlze7zdx9', '7Iwl5dnjrCVw9hUthDXImK', '6IhSExXCjHREKNhMWApbY4', '3hDB2HvvTifkAO5EwscOJO', '5lKPgCx3GKjD2Tq8QCVeah', '4qB8xtlbp0JGgjhBTDgDxA', '7tzWMecezO4TtpjyPqDTHr', '6uCm5nvAgeWCKVLMCy81dO', '7Di0r187jR14T5RawIbYe2']",5730d2bb88e15285dc1ff578
7601,{'$oid': '5730d2bb88e15285dc1ff579'},Paramore,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['6SFbRVZMfbLsXHXc7JqzRs', '6IAaP75vqVa1fVb7ZOua94', '6JmV5cyTQ934NxLY4Z0tg1', '0M8MIyYKkq2ETYuM57LzI0', '71ZzqIzSNKye1tmtn0dSlk', '6pqJNsWUnHm74pDm0h6iDL', '2GBjsCkCpR5w8Zri9aE49H', '3hgzEGrm5iTY6pkgJ827qX', '2VBluJiNj9bKohWX0dY1Lh', '6sW6EvagT9ljwokJlG6obt', '6r9cqn3KG824MXSo7sHPlK', '07isIbQefUUFa28iA0dzHR', '2o5bg7kQaYn5zhPld7fuYC', '1j8z4TTjJ1YOdoFEDwJTQa', '3AX4HIRJY6GT6tgMkO5987', '1yjY7rpaAQvKwpdUliHx0d', '0LBz07gAdgUukYvpFyW87y']",5730d2bb88e15285dc1ff579
7603,{'$oid': '5730d2bb88e15285dc1ff57b'},UGK,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['3XFHo6uOslsYTthXpyJ5bk', '2XBjzxEzspCjIoZ49qaHTm', '4PIFZdPq2yL5AG6pQ0kyJv', '20wXI2ib2FhlvzmKPwm9fY', '6ke6uNYqHwj4ktPcHyKqYl', '0cYzIKaobR7yaxjMTRvO6P', '2Fp35ffaudWcrpaX5kxpod', '14n6sZziqNa2YunYXvJeif', '6ReA6ibkmZ2cV8nMAnZZ8b', '3f2T6YRnjIeafRsFX77N0M', '25LdAY7Z3L4f4vxQDmZOsR', '2DOQdyKjPOQGfnsSRovcZd', '59NksqJvS6shLtpo2Ky7b1', '6Jihv78FEikilch49TN6Rs', '4IYbHPSq6STN0VkQWJqfWN']",5730d2bb88e15285dc1ff57b
7604,{'$oid': '5730d2bb88e15285dc1ff57c'},Janelle MonÃ¡e â€“ The Electric Lady,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['0w3wtwW7jTp40yTzUIX31N', '7KFs8vFj9ZqD7QLoGCdU8Y', '7xWi0usCnICB2hkXkVwKeJ', '3dUMuxNadGxCE3qXuhCwqa', '5dzV75f9qVXVvdXLTqIG4L', '4BDb93hwHyVwWbci7CzeDE', '3oerY2Hzgr1nIjQpDtMk4d', '66GHuurBvtQVYqfPemn9rg', '3o2SxvWaG8JPQAkaTM3sU2', '1S2fiTIYw8cy2lH3JBXN64', '3vSQ77N9hFsXQDG9OqmEJK', '5vFfy5GH3SrYVtPVf6SVc2', '6ChGbkmmu4wBpIno7eszUv', '74M3xchD6iD3asnCuhsrIn', '4UZcgvJOSPKojNLQOT6vIn', '4C1rkqM76nR6xmM6FGtmk3', '3HW030T8eqPs8wpsgZqCGM', '69vzkewKl2LPquyEiqD8BB', '1m1bkkELiD3Nso6ctBLPLj']",5730d2bb88e15285dc1ff57c
7605,{'$oid': '5730d2bb88e15285dc1ff57d'},Disney Girl,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['0mOGBS69jwGXNcLqciZOlv', '2mFG5xZ9Uz9v4ks0QnwK5i', '0JIPxQiFYgnPfQDuAZTnHk', '7egiYyTeKkzTxymVo0mPj8', '0QXMY9Iefhyh3KRNbOwTJx', '2Gsg7rutRJn6yAda7h6asg', '4XjBPaPcclm45g7jqxs80O', '0BXmWSeBL9zIazKcbvr2pb', '1S9Rw3ETeDYzDdrRWXKhn3', '5XDxDzQcdwRN88DqRj0OXQ', '6Cm2obgFRdd1IcTR6FnbiS', '3uVkugZz6yCTw5Z8sDI19F', '23NtySnCSYOnjuhuLErsS5', '592auU7b93k61f2jAOfrjp', '1aKWa7Y8QY1wUlmmyYoAeQ', '3Dupb5AcaVFErlSSfl3szW', '1haQRuZnoggW6U6l5jFIj9', '4YZIDUeLKfzMiYMYMXTZXx', '5yxwEIMUMv9re3fsVDIZ9A', '1T7WSpJbJESrbKB5pbgkUf', '3A7C909LqLHKAtKHT0cKYN', '6iaPmfQ7MtLGvWDKdQ8tWT', '5ts818owahWjkhiBgMwlCX']",5730d2bb88e15285dc1ff57d
7608,{'$oid': '5730d2bb88e15285dc1ff580'},Greg Grease â€“ Cornbread,cf4cbbd71f47b26f74e9d63a3cc4ea88,"['18qX9QaYgueFLMJe2zhTML', '3TfIVyEPDyae0gOdNOvj28', '3XenCRSI4T2QmMgJRmfl2T', '6pzmao0HO9LocECGKq1KdN', '0Bxxg49qYTFt3QDfnyzQYh', '4Ss2cXlVchrsCsFXKrUezf', '4aZCeikGIVvwbjrRnCsr5r', '3WFbJOMmCN2SDSqyNsM6RP', '3UjFcxuJKElm0EWjj9cKTO', '4WYRYVMRoo2tvdTZyzBMEI', '5Wwig4HHIAidhaFtfZn6M2', '46PiW7SifZvL8lDRScYOj1', '79pvKS9qowirTjyeY9aqiu', '04pREC2HuW9gAhQ4dffSIG', '2c4EmWbF9BuPIsZpYojZaS', '4xMRGSKw19RCUvcumI7FMU']",5730d2bb88e15285dc1ff580
7707,{'$oid': '5730d2bb88e15285dc1ff5e3'},Thief â€“ Crazy (Remixes),2b1c5fa450bbd29eb84422255edee2ae,"['1k5VD9hkbLLQIKWBih8w3Z', '3ZDUZRDFRjS6Zc2toRpbTg', '664vcJYXQY6S9vARy6BVmp', '3aDuL3acrctuSeLkcJvi0R', '5oQKvBGDRk87x09kFBpq3I', '6n1kM96HbK0mAFY8qIz1iU', '4I7IoGxZ5MszxxVtGDz597', '7DNfPgxdreYAqkwjYcPDcK', '1DAYtZpk8WDWlqPd2of1p4', '0tVPcqQrtssomzv8nzRSsg', '5eoCNu0TkXbEoR41XZVfGd', '0yYq8fiB8xA6RiPqZ2celJ', '0avAXfzaw7WTXuqC8Lzh2h']",5730d2bb88e15285dc1ff5e3
7708,{'$oid': '5730d2bb88e15285dc1ff5e4'},Dale Earnhardt Jr. Jr. â€“ It's A Corporate World,2b1c5fa450bbd29eb84422255edee2ae,"['3heUPyWnnMuSl7tu2ZHBpT', '3NkrctCotuhS9Tav1u2q4e', '5JizwwNnUDJZ5M9jSLwP1W', '3TdEPiJJDGyXm2VYiUxGFn', '4VujpUd5p9qCSoF2F5ZFLo', '4FmXk2knLzKdGYB9I3Y1lV', '5QQTJ9cOpFVUernPAxjgHS', '1KQ1zcWbnHN9jIECk2wJQ4', '5EJ7vsK6xXOjQTQ1TxEum1', '6gH59IdhJjak1UJDLoPWkJ', '2IcIPGy3qS5vdkSj60pgis', '7Mvn1GabwX7ork85UbfSBi']",5730d2bb88e15285dc1ff5e4
7709,{'$oid': '5730d2bb88e15285dc1ff5e5'},Broken Bells â€“ After the Disco,2b1c5fa450bbd29eb84422255edee2ae,"['0JgZO1d9PMhgrA1F3GCbsQ', '3DXJaOI3mI10QkPhRu3r2p', '7uLpd43d2fKFDUD3IyXeAi', '3jaOfXYnWg49JrTZnrryx4', '1MmDfBzGsWKXb0rQfTyvOy', '67oZ3miFAzcJSt8878Ppk0', '757PJjXAgywxrYkdhMkEV9', '0fd0506d5oBAQDyBF6TZ05', '1TefJ43egrnGQfvBvAcZvQ', '1QZJiYulh7ak7GpZ8OAdwI', '3LqnOFWrX9I5jTjA7cUWjD']",5730d2bb88e15285dc1ff5e5
7710,{'$oid': '5730d2bb88e15285dc1ff5e6'},Boy & Bear,2b1c5fa450bbd29eb84422255edee2ae,"['3IvywYGttv782VEXianrok', '4IIhmmpvhdIMig3D5fYm6Q', '0qBNqTmydPChSA0NUkMZ9f', '40ttk439NA9RvbLBJpJU1M', '4cmoqegFJnIOfL11nTAsdE', '73HyYf3TqeEmvRa6hLRq7n', '0nKTgX5hEilrxJ72snqeEb', '5PRN8ql17R8rcKnHo6Ajlk', '7BB0df0uJVkLCMnTBULvmO', '0az7aX0gjgpN43646XOESc', '14qeVQPltqEH0GAc1IxAYi', '1PJgyAA9bFwDpIFrfamfHU', '00DOHa1mrCvWsOHCJtvS2h', '0DYL7EEb5HQg9eEF7GnE9L', '4HuXt4gPAOhePx9BFbzPB1', '5tzkhBmWiQEa5Yg4Oty6qe', '4QFhVkv9xraoovD5VDC0bG', '3OK4cyppR25EJBJox2i2wE', '4SKYHhMCMghOtLjvkrbqOO', '5dJTKvZnLKV5ufEjnEpXRz', '2Ritp1JnKLP2zuHTWuVjmC', '4VawWBahUxJ4krFx9d30qz']",5730d2bb88e15285dc1ff5e6
7711,{'$oid': '5730d2bb88e15285dc1ff5e7'},J.D. McPherson â€“ Let The Good Times Roll,2b1c5fa450bbd29eb84422255edee2ae,"['6pqtbBYr3l01vnOlvmA12N', '6Ka3YpoDoYXzvgoAfGACBZ', '7lcCLXghOHf8xERQ9BkS3n', '1B8n0BlYKJCubsCOfSoj2W', '3Os032bqY4nkm32th2IVYQ', '5oUa9AHjHbKOZ42pQwqqmq', '2iGMuLTr8WiLNCj5x5ppdC', '5DJXL44qDeammDBTe1jKXx', '32C3OQ8AwIkMWIcK2DBZhT', '3RQSVNaeHQUsq3vNI3QYu1', '4LgJDsIZiv7pdO1z4DcWwc']",5730d2bb88e15285dc1ff5e7
7712,{'$oid': '5730d2bb88e15285dc1ff5e8'},Vampire Weekend,2b1c5fa450bbd29eb84422255edee2ae,"['2H6rj2XaBUJnag8iS2uKCt', '6000CTcjDKMkA1b7tgLcVi', '1Bw45KRmdKpX2pkIADDP0B', '046knfAIKyTtsNHm88Xgh7', '2gKZXeCTkQjblUQgnKF7Ow', '1595LW73XBxkRk2ciQOHfr', '570ocPyYy6lgJPnPAo66cZ', '5WbmgRh4WP3dfmcrPUDY4O', '6Uk9iD1hTgC5TKwB2HGCPD', '78J9MBkAoqfvyeEpQKJDzD', '5eAjH216cLRo2rotXPTl3S', '3ciC6GP8rOPxlkCYQIQ3jW', '1p5fFes80K9IPnZFqNca53', '2Ml0l8YWJLQhPrRDLpQaDM', '7q4MJZSiqPC16dbhQWxugv', '44WZJJnhlIMwARyEjigVRz', '506GZgVmpcbJL88PH4V4EL', '104pmtTQOlmW8Zt2BipGKH', '5y02IcERVgEUItFLeeZDz6', '1W2ox3KxfTEQfO5NdOaK7E', '7psPPGwhFzP3pyOcb3ivcT', '1f1yeiwuYTE8uUK3azgIX1', '6DBKSzHJnmessG6SimxooQ', '49DKrioOpK5IpKHRJzznST', '6CyKXBfcqpoCBh4yRvoNyK', '5OLQo8LBsfh0LszlsyWlzL', '4eE6vZ2vOrceLq4xgz3VmG', '6L9qYgThsnIpK9CFKdZMnk', '3t87C08isN6yw2DnWOorLm', '0ybF6SJTJw1RCpsF0QagFw', '616yWUonrccM3bckt85yC5', '7ui9Qq4JcPGcd3xWOeXhHp']",5730d2bb88e15285dc1ff5e8
7713,{'$oid': '5730d2bb88e15285dc1ff5e9'},Lake Street Dive - Bad Self Portraits,2b1c5fa450bbd29eb84422255edee2ae,"['6T7bTpivIgiUV4rILSQbyd', '7BEifvvRJ4MR2N55IECRfq', '6O8UUS3Q397AEitoso5iR1', '4m3ZApn3idXD2FRhtKCoYI', '5I5PVIrjIcZ7F8pbWWupeC', '4HxFgGOkdeOskzwyTxC5fn', '4rTMEmmON0pXQ21wh9r4zh', '02IYteWuJuOUjPgzdFfg6h', '6gxZLe2tUdy1U51aql0mfR', '44BOvzpGP85Gq3RYA9yioX', '0NSEZeWHkYCknk1nAVO1Fh']",5730d2bb88e15285dc1ff5e9
7714,{'$oid': '5730d2bb88e15285dc1ff5ea'},Lissie â€“ Catching A Tiger,2b1c5fa450bbd29eb84422255edee2ae,"['1gEGn4Ym35hOkhXS6Iel6B', '4hjk49mPrUhLQyacO6WSjg', '6t07NPczyPxdptDUT3QiIZ', '5fEaTNGIFsAyj5uYjmd7g9', '4kfn1Ydc2Zq43YdCYS266t', '330jyfPq2hTPGMlOiROc5F', '1DMvmEoan3dT7WPO23feqo', '6L1o7iDEsRiYtk8SSbp0zz', '3w6j8RxqPHJ20WRDTnF22y', '5utbMtw37vUwCf8k8VTmJ5', '7i16j1Kn2xifPswxP0qZ6F', '0DfrnDYJFRy41XuoThHmV0']",5730d2bb88e15285dc1ff5ea
7715,{'$oid': '5730d2bb88e15285dc1ff5eb'},Foster The People,2b1c5fa450bbd29eb84422255edee2ae,"['0QOwak4SMvE1p2apLbDu8c', '6eKEJZFWllRX4UALhPU967', '5FCVGQR6hEjneW8vPpeCk7', '6vtLtrPHZAo5OUy1Sk9BTH', '3u1Er1rkjn1oSz1xdZH3ZD', '4PZzEAYfBb26M5Fhm8xbZd', '0upcwsWXAgtSFAG72Ry9em', '4VbDJMkAX3dWNBdn3KH6Wx', '4HRa9ZWcmZ8JD7UySPu0wT', '5fgb3Md1xjt3mxeBqguiIA', '7w87IxuO7BDcJ3YUqCyMTT', '2D1uFfnp5ylRPNYbdEa5Kv', '5Fli1xRi01bvCjsZvKWro0', '1yzbqrSF0vuaO7nuKYSd6f', '2aCsRmHTuWPL7WnL5uSijc', '2UyWClHKt6fut3IpS2tJiR', '1NCpNh3FtNEFIDOx22umJW', '7tvOve5IkjYenvqScZ75iQ', '78bu4n5qQrykz0OFKVOo48', '5CJymOUq9zSLgGqwh6ToRW', '3CVPyuuD6HxWXgPbbGqbg6']",5730d2bb88e15285dc1ff5eb
