,_id,name,owner,tracks,id
4098,{'$oid': '5730d2b988e15285dc1fe7ca'},Light My Fire,b5d385ecb79dd61c8e0c44bd7bcf906b,"['5xnowtpFLHvlJ5sLKDFcNA', '3TxjCKbx9I9sF2JgbY72wO', '077asrXUglauU6oEVHsKM7', '3NqjstfJU7DBn1YnDhPW1n', '3uGkFi9dHF2eLbkoIHUKw2', '4HaOHPT5aUiqUnvXTA2BDz', '2lhjxT8HrO4Yf5CAtKTCQC', '4i7lsaLpSDzJ7TvAiBtHsI', '0fk4BgpL7mKkiUa7kqVgZV', '1ziARabNKd5ohMKplr5LkM', '5ThU2yLQ7vVZqoiBUWluwM', '63qgXxbRh6IDSRaGnTyn1u', '2h5POqltP32dNLSs1wQ5D0']",5730d2b988e15285dc1fe7ca
4099,{'$oid': '5730d2b988e15285dc1fe7cb'},Ana Belen & Victor Manuel - Mucho Mas Que Dos (Live In Concert),b5d385ecb79dd61c8e0c44bd7bcf906b,"['0ABVp2vzqT64Tn0TxY7hRC', '0nBmzVtbJkgE9lUDxXrwT7', '16cCJVLBIEnbI8YxZTfd4U', '1PTch5epm88gT03vGgNXtH', '3ZQsVzlKT75aa5TUWmK9po', '7zj7Dq2kWS7b8MToWfEq8Q', '2dC8UNjBNsaYSHkkYkSChs', '6K66Aw3ByETwKg7CS6KgvQ', '0LGzNw98FkkHGUWcglGwtH', '38EKqFChMuL8oGCj1YnBRa', '54xnDmrdWnup9zDZHKLvw7', '6M7dGTUF47RRGGPqHBTn6P', '1hxWbG2npXPVaFK4wsll3t', '4pdvpvuYs8WYHIlkZkt6yZ', '6JS4YlWOsuOzVx2hAtzxSN', '7ALVwclSnc6QDa0h08IrMM', '19TYg1tkwLpOH2mxyE6X7u', '49fP0Q3yu4zE3UjCZEFlJN', '0FJ1nspObgdR0mAJARUAph', '03a6DTDBlkU0ieqtQNiSWN', '4hQo1ME4xT42RV1nz7UNkK', '5vKPW4GZzTtXRuUb6JNRvd', '6azsRmTDYtzYBk14qg86QI', '6tYEduS5EwLdJK0dhKX86G', '0NfZO4mohMVninL5DlxIc9', '7zOp27bQMX4SOptaZcNXMe', '1OZxrGR1knA5b9vcwcvaXd', '1uy1AfDRLAliRF0BPKvX7M', '5ofiA3gUc0Esy1eAfVQrVN', '7plH2F89nIgODAHqA12ftS', '0O2NGu5ghst92sLDu5EYCa']",5730d2b988e15285dc1fe7cb
4101,{'$oid': '5730d2b988e15285dc1fe7cd'},Queen,b5d385ecb79dd61c8e0c44bd7bcf906b,"['0UaszQZ0oiEIi8BMwz4vZj', '1QNNEdcCM1guIIsdgAvOjR', '4DmXOD6Zrzp9pmZS7cMcC2', '3dinGzpa1A6rKsQXFdYo80', '4RrdAk3El8HQDmHtf2awMO', '4VIPtXFU7PkvZttlQJ2d9r', '4inbFtQ24lixDL5uxo6nvy', '0MQ8zYtU1QBuS8INwIoT2p', '6T2JnAYfcWo99CYdaNOZyN', '5PutwuwCWdjfNIAQi4adpO', '3kdoYsCha9XrEvwXoGoQaZ', '6U8YKH7U4BOOZG9lWwLavw', '0PV6lK72DwSSFdB3DE3Nar', '51zuQ1FjJEL0eqYiZGsNjn', '5KUytH3VG7o3FgGrWb9JO7', '5edM9BSvISN5lrRYw9WDdy', '2QqZJDn0D1zkfG4IhKwcUQ', '1jQqRQ2taZLKmmeR0vOZT5', '34iVin1wvwTq6pQ5lDFoAj', '7MH1kRNYGPnn7KiIXTakQv', '3zBjKr4pz0ZRJUpu7ZMPm4', '1Y6uE9BuBcfWj9zTtqiNEQ', '4yVYZUpwoL8q2p5ZC3jhWO', '7BVRVZVrY6tAObPWjse9FB', '3KMciPENsUEkMm1wMM9zJw', '14M91i1OQs4vXYufBvUgVU']",5730d2b988e15285dc1fe7cd
4103,{'$oid': '5730d2b988e15285dc1fe7cf'},Bonnie Tyler,b5d385ecb79dd61c8e0c44bd7bcf906b,"['4kzbkxYViHWHGWiSFEbmJw', '4k5NGDQ8vcp7v4mcv92E7K', '0axRjVKUqeH1Q9Hr31Rb9B', '2CUHk2GlEqiQ4Hke29JWbk', '32JSEzoltTncrng0A1A4ED', '1pXnuIzYyLd8Y6415Ndy4M', '1VoCVpAQoZBbrfXK8OhyIp', '3ZVENtFmt3tcCvkxPRk4B6', '4HnpeD9UgjKUZ9kVw7Psjn', '0um1cB3n16GWAUNvm6GXiA', '7IJgUKzvUtbbNjwTwSF6zn', '3VQOgJGlUVTLE2VKD7F3xf', '5OQcYOPHKJrM8MEFoui7Lh', '7edkbxLAg798gBlTprFBfx', '6162OiwC1Qnn7SAvUPPX30', '5kB00Y7Zo5Rh0rgWg3qkmE']",5730d2b988e15285dc1fe7cf
4106,{'$oid': '5730d2b988e15285dc1fe7d2'},Otros,b5d385ecb79dd61c8e0c44bd7bcf906b,"['1SrTKJtKmtJtAoGYCaSnl1', '0axRjVKUqeH1Q9Hr31Rb9B', '63016P9yyqY523dTSrsNZH', '6ET4ksIfn5bjdiq4T4DDWd', '1YwPNemawMgGe6sF4U0FTE', '4sZgNnnh0Ozf30INKF04hf', '2pPgF067E3mtYhA5paJfcI', '6Kpj5BcHvXT3imtph0qKhf', '3ZxqRrKOSjBEZVZkBGjpWh', '6j4GKgpsjLfPkvmPgejJLO', '1Gkzgzdfl6229AvbgRdAAd', '6O1GppHWDO0bj1AxYvkHyP', '7Losbk8sx6RuMCq4Rp1E8M', '2l2wUMJkMiG0aPm0qp5zOE', '5E0FGTgFE1uap4bl7mxLIl', '6XT9boebO9ntiDEbt0yPYh', '3dtf2axLGh5cG0Rvmbcca2', '3tCOriY4Wqi71f4PNjt798']",5730d2b988e15285dc1fe7d2
4129,{'$oid': '5730d2b988e15285dc1fe7e9'},BREAK ON THROUGH TO THE OTHER SIDE!,a2b14a213770bfdfc224b668a4471c78,"['0nbQRLPh2gHnUgEl9dkNo2', '4ZvG2gJSieGMqNDLfVg8xb', '61tSf8fQtDmVARlG5uOveR', '56vXknIYSyvrt1ydAfA1lZ', '6zt1wGYnDC9SSpwWhi5qcr', '1KSme0uat27NZGGH5J8UWr', '1viyiwOu6cbZRU2ApfEsYA', '305WCRhhS10XUcH6AEwZk6', '5jXNOgH5A7yI76BU9kaP6N', '6ToM0uwxtPKo9CMpbPGYvM', '2KH16WveTQWT6KOG9Rg6e2', '4hdnm9geQ3oxFpm1ge3iCe', '22nux8sLzqLeh4OLmPizlZ', '0zZc3I2Rx1aVragXt8bYKp', '6ftH8Mtm6seGGTA8e4jooj']",5730d2b988e15285dc1fe7e9
4130,{'$oid': '5730d2b988e15285dc1fe7ea'},Bells,a2b14a213770bfdfc224b668a4471c78,"['2K94EreUYFrfGtshSFYgje', '1Ih8QKRwPfroGBlXNQ5lTn', '0rbXCiAAPWBNTu2qSrYNsn', '34OjRQDPQx0kwxfIB5htZK', '5atXr0O5gL6WmJ4u20Ni6t', '7M90H1JAFXHyaF3v0v1AEH', '4AK4lunnMjIqCvjsKtK9cJ', '4dAd7oMacsnkSerT5h2dVh', '5x9SQ1oFOBLc1UpVTyAm6G', '52gHzKrFQ4yczl3s0Xo2bP', '30shdKsnuah8aAa7LR68Mu', '6aO6KmQSblNpmepVtwOZek', '4XGQOvbmQVJeZ1aoSdFQ0t', '5esZarjpfHUxDADcseYfN6']",5730d2b988e15285dc1fe7ea
4131,{'$oid': '5730d2b988e15285dc1fe7eb'},Show tunes,a2b14a213770bfdfc224b668a4471c78,"['2qG4CleiyfmnV0HNyOIICm', '4lRp3DH1QNfNosesizetP0', '2IagoLk8psP7RQ89QYSdVo', '7445t28hcwYabHJ6U40LE8', '7AUOZzM5P8UDuA0zga0PP8', '1Ph2EX9hLmGfcuhuDd3Wez', '59NBYwOTyhYhaYZLiGNIE8', '3AJ2pqyvHirPXT92wS4yIW', '556aUAoip01OXQhrX3Mz3W', '6bi3CYPjUxBDxOAVssn2ye', '6B7qPz0gQ2FlwUvTUPTZ27', '4qVhz3tEv7AzjJqS6sa0R4', '6CrNddf1cestA9QLazpHKU', '0E5VCfEC70ubAAHfjRasAK', '5MmepZIl4lV3eZXvnId4T5', '2SK1kGbpABI9EyUbADSP5z', '3g7kURTwHZrAN7Mg7MQXMp', '08XaIbKw7NI1OyjW3bsoLr', '4SMMsBdVDRxkAUXjWyGMJa', '46N5j7yZCLafz4xJiIfxMx', '57yfmPoMfWljcEl3qI1ADp', '0PPOX9bkxP4jWg2lMSIlB4', '1KQhjwLh4fBeWRWvkO1tSL', '23T7dqwMHagTiUuFDeHVPU', '5JWdLUwvyELkVlm33acAtt', '0K9n8TBThz4xNAkF1eIlB6', '6VGkbhk2u66RD3P6SXhoEv', '0szh331wkGbfgwlwzBJklY', '0e0qw4iYNbBPlvWR5zO8EN']",5730d2b988e15285dc1fe7eb
4132,{'$oid': '5730d2b988e15285dc1fe7ec'},Ballet Mix,a2b14a213770bfdfc224b668a4471c78,"['0k8xT5CRown57oJHaQsq7z', '0KggNMyAoa4d54azZiE1vv', '3R7LwOioOci5fFFUVg78Jk', '3RCX4p7p2WMjzxFGjoxY28', '2MrvoOqj007UVWUtGcCK0F', '76Y8j35m0PAnjx8Fl9xEcs', '42WPVWtxYdFE9fb8Vp24FR', '4QNpBfC0zvjKqPJcyqBy9W', '6NSJOIyKYcRZh28Kf0URTw', '4DaXQf9BzocaTrlSSjfaMN', '0BSUsLKmtxKWFckXM4CVTH', '4VNHnC1XyVUOIiVY49YASO', '7nqlRkgNyEpb9nvb03GMp7']",5730d2b988e15285dc1fe7ec
4134,{'$oid': '5730d2b988e15285dc1fe7ee'},Pitch Perfect,a2b14a213770bfdfc224b668a4471c78,"['3zoYz7zpqeZOWZ79PoaDbW', '0c07qeRvyLzNhIQLjEY761', '0wruS6JEQCGeYrvsCIdG0Z', '6hek2OLnDEAy4zzI6CYPIQ', '4TZZvblv2yzLIBk2JwJ6Un', '1r1eut6GuXFFDbX0vd9NPv', '2pM15qcmuGUPslSRsvvm7v', '03CG83FULo7U50k01Amvom', '4QNpBfC0zvjKqPJcyqBy9W', '6qQrGkO4grQ7wKCxhtX1io', '2ybgMTgmBRve0XYLmntKvq', '7nqlRkgNyEpb9nvb03GMp7', '2dOTkLZFbpNXrhc24CnTFd', '47Slg6LuqLaX0VodpSCvPt', '63EadEcC2ZwLencVf12SmI', '6WeDDUsVF7WeRvCxpkjsjs', '2PQ0GyIYxsYGkcMdeZqItT', '4kgGJcXALI1ppNA4NdkTw9', '2qWTGIvj3t9VdkggzllU8G', '6Bo7elbKiRfaHBMJGEBHqF', '76Y8j35m0PAnjx8Fl9xEcs', '1y33XbWVwZvhU1kBJhPQLu', '1iaIEmZHrjGzWUmJ9BaFr6', '73zjTpeBAafn2rk3fT3o6S', '2R1OcctbIuuIgDRhCEH9u6', '4jCr7BQyrVaYxGN5UaVS1s', '0BSUsLKmtxKWFckXM4CVTH', '4eiWWDbWczW2GLqg6Lyg48']",5730d2b988e15285dc1fe7ee
4135,{'$oid': '5730d2b988e15285dc1fe7ef'},Tom Cruise â€“ Rock of Ages,a2b14a213770bfdfc224b668a4471c78,"['0EL0xPz8Me3iptOTkow5aL', '4KwUm4YVzr0TMHrdhYt512', '5X5zx6kVkvtnCd3qWd4Alr', '1LZcspPDqy6bGsxEhtLJHO', '7krI4aV6XenjdQyY8ujwt1', '6FaZwntNknQHRFcMzr8DoF', '1JoXEXOmorfSZ8Sc5tcZKv', '30qMJqN4ArA8ruVz31aCcl', '4i8bjShvzqKlkUa6EU3TBp', '1i2plv6grTiPqTuictnMvT', '7cUz7C5AvOJQ15EbqAUjpp', '6dOJ5weGbunDYHD6BVRG3D', '1wsOlxkvik5YP0TPEqGLcL', '6H8Unns7hQ5v5xZqyYWABj', '7LGZVKSNnCpwD4fE5iiARA', '3lmGIW7BOpTgfpxUTHSY85', '1PGzdWbnoQl1r4pOjO6IWY', '2FPmRCjYFKAbrwkWK0lnLW', '17PhUUyqzq0wJG8t8fD32Q', '2Dbgp1bNAuReTqVQM4vXUc']",5730d2b988e15285dc1fe7ef
4137,{'$oid': '5730d2b988e15285dc1fe7f1'},POP,a2b14a213770bfdfc224b668a4471c78,"['3ZFTkvIE7kyPt6Nu3PEa7V', '1F8mLyttdXbKt7vZkQATSC', '6FCekHIwxq4jn9n0lQ1eXD', '6VTtNqnRS0VTe24kzQFtCR', '1yRv7wATbDt20jyi99l5Sb', '3Ev29Sj0ca0TD11oE8N0Bc', '2qeESyQyH7MRHCBotCQsNq', '0g5LlNF7C2uhPsT5Fg1rTU', '36AWdhZIGLUTkWpJDhe7va', '26nr9XnFCYWxBTIP7HyWXg', '4qdjPZnbcBhvEscjPXjRN2', '6B7qPz0gQ2FlwUvTUPTZ27', '5a8pYPA924y1uaETvCE1uz', '7pNsxfdIiyl1fesIsBamAV', '2N3JVnB85hqJl6SzTlZOxv']",5730d2b988e15285dc1fe7f1
4139,{'$oid': '5730d2b988e15285dc1fe7f3'},The Strange Familiar - Chasing Shadows,a2b14a213770bfdfc224b668a4471c78,"['3IxQjV04Xhg1wOCaZTItWG', '7hfHd865jPwpcliTJ4Zx2T', '2HSrQwEaOHneTHXiCOlAPV', '39mNWzL0hyTtowMmWjC0hr', '2pkR0qsaXMEB3JMw4ff7XD', '42nJVZZkzCscdMnaqt23pX', '63qKyfMxORaRbte37ZxqHG', '369Eu4sLDAgraeKdojBnop', '0D2UMWZPZrU4FMDTZhiuWz', '7KgVzXQIUd9YjSPnbqyN1D', '7lWJ6EPkLGGWz1289g0lLg']",5730d2b988e15285dc1fe7f3
4140,{'$oid': '5730d2b988e15285dc1fe7f4'},Q Here Comes The Sun (Various),a2b14a213770bfdfc224b668a4471c78,"['2yyBIMANsrn1bK4bB39daA', '23SGoB6pbBXx2qcrM1VEYU', '76qvUhul8mLVu1KxmaOipv', '4H5dneVdObxzHXkvSRFQFT', '2riBXhaZlTSgGsIP2VoxVC', '1vDMGBzqLJWZC5UzePDURw', '0j0wMQ4QpjSxYZzjaItVkn', '0SPkOEKPCjGjuxTccIeqP2', '00OQi4GOI2omGaBUvieSFT', '090UsgyIvYv8ZNTKfkv5Ha', '21iPj4uySk5arW1VSxUf9N', '3zXg1Z3bjw5RApbEW7vY8n', '3ovGOuR9SCbRkRsWzRtTcV', '5AQX0VCVhdDiHwCQP13ket']",5730d2b988e15285dc1fe7f4
4144,{'$oid': '5730d2b988e15285dc1fe7f8'},David Gray - White Ladder,a2b14a213770bfdfc224b668a4471c78,"['3l5GdoaOPPVWRjIgbTBejJ', '1YG1Vvbd88IXM1KWh7fOE5', '7duMI0LGktIZj78AALF98b', '6wG6KuPSmbMrQrpSGON4Qs', '3dnNwfcZJdtZTEw7ixhxh2', '4mPAnXssITmeYrFsLBWB8B', '4o8YocVCmZZimcqyY1Z5rO', '5qzmdVjFajEmlJot7YaF0V', '1aOE4Mbt32FrJcZz2omE7O', '7bHujvYQnVItw759F81pCz', '2cudC4QapD8FYSfG4zPR9p', '5OzaVGuLRDSldHJm0tsnnI']",5730d2b988e15285dc1fe7f8
4147,{'$oid': '5730d2b988e15285dc1fe7fb'},BarnkammarkÃ¶ren - Ã„lskade julsÃ¥nger och sagor inspirerade av Barnkammarbokenjul,0e972ac1d6bab8beffb2ff0f1c994f77,"['6PkUuiPnkWR1l7PuRFDNaV', '0mK7L5bPxXQG0cNcIUK4SB', '2zaunst4LCHvaYJpj1rc1E', '68ao5bHs9H9bJqb1aWrjc6', '3Ur0oCmobFuIpu3RfrCmVW', '6E32swja1KhCwTGopxGR3u', '24q6HqTKcY6lWDexY9JBWq', '1j4SJKJuhde6X4wDv66QPy', '4R0QW6ebNtokUJWXMzVNWG', '6LTbdCJ2E2bC99bTgj9DQ4', '1G4O9e3XAsnLdeHvQ7B9tc', '27hkkvpPD6Mxt38dstLTRe', '4SvScG7ofNHgGyr0dQ1R3z', '6l18v17Mq8yRX2X0YKkBms', '17sLKed9gFNQzwTXxxIEPq', '4oHn6mxa8Op1C9mgrxsKmH', '5d3d2li7RWgRrsMKY1BXkt', '6Gdtp2cgQ4xEhWeb0tD4p2', '6rdut9qVRS99KQgW5oQDzy', '4RaMrJsXCFtBdMvySFmY4K', '6ZKaVJHTcsoFJYarZsIH2J', '6EUIO9FijLXUPFlk1iRuJE']",5730d2b988e15285dc1fe7fb
4148,{'$oid': '5730d2b988e15285dc1fe7fc'},Jose Gonzalez - The Secret Life Of Walter Mitty,0e972ac1d6bab8beffb2ff0f1c994f77,"['46tiEOOu2jPJpWcAoLR81Z', '5tag2auodYnO3vBlFgGt42', '664KtH3WYiiy5u7MbN92ml', '0PgTmZWJ4grVYXdmLPeKij', '3c6oPmcvLyxHnem1VrFMNz', '01xAeS2cg8WRrGGc0VlenZ', '28rY6Rx4HKppqlhqUiiq9o', '4VVqD5gzpnt9Yb8AA9Mjjb', '3ZkdpIHWiUTI830a7RpcFU', '6uuOuNPbiZq5i7CePm76Sb', '7cQ2x6bqiOKWzKxB7Rp8tc']",5730d2b988e15285dc1fe7fc
4151,{'$oid': '5730d2b988e15285dc1fe7ff'},Wilco â€“ Star Wars,7cf722ca404c6d20f86c3b0ee7aa56c3,"['2j97jWR9lgBq2LpmtWsZs9', '2tpQSdEnsGnZqkCDHnSyEw', '1VNZscaoBOlVb4vpxQx5NG', '4zGUV7qsrSbI2csL9Po0ne', '00vVMtQ5agn0y8JuU7OYoJ', '5kvxVswizuJEGWfDyq4m6A', '1L8PsRYBgVQxpRDpy9qJ6v', '0QAThMoWVJpY3evVBd7rq7', '2qmQ27dBgN4MYyZDrsoKK8', '3UorFYJWKXVbkQhzZ4Rx7V', '3xZyWniWiPE688scDzLlrZ']",5730d2b988e15285dc1fe7ff
4152,{'$oid': '5730d2b988e15285dc1fe800'},The Penguin Army selects* vol 18,7cf722ca404c6d20f86c3b0ee7aa56c3,"['0L4M8dOPPsQYQNjJNBRnv7', '54cNAX818xyLqwXewbL5vS', '6rhFQMrr2BWrnLewzBh0Wq', '66j5i7gmzfnqTjxP3MeaQe', '2sZtaJ4RFbRAAOBKWEeR4H', '02IxhazqV9GcLz2dJYm6an', '3RFNd4hIXRufoVD7DlNPiv', '72hFOhhhnOJZnnp6uVOgPn', '3pVoJsecpxN5W4Su3VqU8j', '2WtlXGcnT3zctUicDhvQ5K', '0BF6mdNROWgYo3O3mNGrBc', '6GQqMvqxGaSgF6WW5joxBI', '0Wb3rzcLvLTjzAuWdUHFYh', '11j4aOSfsh6mRlDFsqI9fg', '2ztsI2Zp9nJ4r2368I7GqN']",5730d2b988e15285dc1fe800
4153,{'$oid': '5730d2b988e15285dc1fe801'},The Penguin Army selects* vol 17,7cf722ca404c6d20f86c3b0ee7aa56c3,"['45i3lSyD6YlnUrpJHik2gT', '5pWRf8UUtRbyq3o7P2EYMn', '1yU7dnJpBQy8qdJTjBLZlM', '5I6y1KWmUoV5YCaIEcs1qs', '1KQErvLHd682zwiiTCEyLJ', '24RYkVA1FxOhsUIH06NLbb', '2sZtaJ4RFbRAAOBKWEeR4H', '256QUWqYiIvzDJjCDWq7UU', '4o0NjemqhmsYLIMwlcosvW', '7ycwVuOgVBHWA6OBl2Tk3n', '5DrfFC9bpy3bOiuMnogcGg', '6Rt6KwuF7I8ZkdZG2G0bYr', '51VC802Fx1YKTyM7IVdwvu', '48nbAWthcsGDuDWjnqHI3g', '7sxrWEZenpKgxDxekifRUk', '6lATvQTRWFdYU9eViTi5Sy', '6rsNOeNKdfJNXu44AFctBU', '5DFPN9cKcLvUbtUhy7LHJe', '6BETFLQ9Urw5YNiQGCehaY', '6WdRnGqio80NjWH7c8XXQz', '7E8ghSMY1pCO8f7erlKP8U']",5730d2b988e15285dc1fe801
4154,{'$oid': '5730d2b988e15285dc1fe802'},The Penguin Army selects* vol 19,7cf722ca404c6d20f86c3b0ee7aa56c3,"['1fJN1YJ7NJfrSDGprKtG0V', '515ka3A61zIelXCIRdfFIe', '5wIXla4rVSXjK4bpi6ZwnH', '5oSCqtN7I9XjeMrnmN0fWW', '3H3MX1VqB9W7zqSbtLg89r', '0BxwLWELYVGKqzUGXJNmT7', '0M9BLmpPGzy8e5TxJ6tfBp', '4RNMkHHCDdKt5IbY6lBxmg', '1KKaZj4bNd3PdyqxwTgME1', '2hpxBaHgCfbsSSuTkSLbuh', '0ZLSKmBIDFaQSfR5veas2h', '7e7KneZN3eFpHyfo9DOJyf', '1kWb0HyMTUKQSP1L1BTAOr', '7zLJfeLMLjYqkMJJH9MfWy']",5730d2b988e15285dc1fe802
4155,{'$oid': '5730d2b988e15285dc1fe803'},Tame Impala â€“ Currents,7cf722ca404c6d20f86c3b0ee7aa56c3,"['3XO77jGkQwjkdlu6SmU3cw', '6GpH4Q5hUKzMvMoO4n5itq', '4ub5QeA3SEnQfA8k64ValJ', '10ZwvQF9EbmXA20sFf9bO3', '1pcELo31UwH8VFi9yhIbAC', '04GyFGGvAyItrPfeV0HNj2', '2oVyKK5NH2oawyrDZJn581', '3YxF6c4qHkRTUsMhFamyuh', '4g3Ax56IslQkI6XVfYKVc5', '3Nqmclh4BAYAWWIXl0z8wQ', '4PFMCTG5u4xNc9B1HPtzI1', '5LraK2D6KZTbSxT7npbbU9', '068LmtzI6xJJDPfPnMje0U']",5730d2b988e15285dc1fe803
4156,{'$oid': '5730d2b988e15285dc1fe804'},The Chemical Brothers â€“ Born In The Echoes (Deluxe Edition),7cf722ca404c6d20f86c3b0ee7aa56c3,"['4Wiy5OyErs7JRsL8nI0cO8', '5jtHBG7eCtBWY3GZA0AMD0', '1gImAtUaU5fqGamQv516lQ', '6EEHeR2ZxPISdgAMCkmCLF', '77U8rQUIpyOqlIt4RE9Yyj', '4RCcoFryyZO6u902qSWcSP', '5DWbvYDOI5kByzegsI55Yf', '2JcAHjMUPDW9yvat9ZHRYa', '2x5xkgkvxieKIZ7n7CR0mS', '2hqW0pCaEwmZ7qlKMwvz65', '71KAnLS9LiIHDjUoOpgfYl', '3y6iKwdjUNsZumkvwm3ln8', '5475TE4y7CCZZmAKukWUwc', '2kcAXhe0GVupFAdROJSaJD', '19rpZX772AYNUdGiOfFewg']",5730d2b988e15285dc1fe804
4157,{'$oid': '5730d2b988e15285dc1fe805'},The Penguin Army selects* vol 4,7cf722ca404c6d20f86c3b0ee7aa56c3,"['4tbvOqZGghZHYPvtDcaG2n', '1i6N76fftMZhijOzFQ5ZtL', '4c9WmjVlQMr0s1IjbYO52Z', '6AQDE6QaR0q4VRk0DdAS1Q', '0m8zyClT2gByvYWSBhCKgM', '740LNfd1lMTtgZrGnXrqkZ', '69yfbpvmkIaB10msnKT7Q5', '77vYwoC7e3pVoPq8BA9CuL', '6qZjm61s6u8Ead9sWxCDro', '5KBU7oxkNJ0hDGby9A1plU', '2Nr1C6IbNHkVxXWc9l9QLB', '29feVQjvAhAIWW5Z183ie0', '0Nz1d1IEYMLAZBio6GnCDV', '4Ujg2UI7ifFfVlUHB90fne', '0JcmFYyDFUTNaLu52aJS6u', '3WfeQLdDvotW4D5zAZZ48G', '0FrO4z8zSTOoVNwojb9YXg', '26FF2mZItASTMinEfs2lAQ', '5MBCJXkXwOUPOoSS13831y', '5m1L3o7fOfLFyw6VwumROL', '4KxJqSLYw83RzSn4wCdOtS', '2XB4pBSoqHuu7trGkK4EW2', '5dQMp7Eu0KQnCsX2PJpO3U']",5730d2b988e15285dc1fe805
4158,{'$oid': '5730d2b988e15285dc1fe806'},The Penguin Army selects* vol 5,7cf722ca404c6d20f86c3b0ee7aa56c3,"['63URpKKE2wUt5dc3GOLeWv', '311fWdp7RrvN4Fuz7sv6Ea', '0qbPfmd0LBSjRpnKboCWAX', '4AMFuj3FiZa3AA4wcDNvHa', '1QAbLcswql2YHOo6e97hMf', '0cs671lxX2eoDzr2KMuo3N', '5cq7IxxCTwE1c58ckgELsc', '23dUxYrjusX5z8JPZoGYWK', '5RQwPAFZuGAT9Jez3jrrha', '27jdUE1EYDSXZqhjuNxLem', '1gdj7eKW6AapPfq1bXtqeS', '4aCbQb0E7YCsPbyJur7toP', '48sJGpBLqQTs0sZ2ImHJof', '2CSMY5pcAviWAz91TtWeFr', '5BLFYfJY79vG1qNWsebaUS', '6J8SONJwAIizCJm0QhEi4Y', '0s2Jsl2ZgV7bkVnvu75UFv', '2LWW6D1zabtolij6KFXQYm']",5730d2b988e15285dc1fe806
4159,{'$oid': '5730d2b988e15285dc1fe807'},The Penguin Army selects* vol 2,7cf722ca404c6d20f86c3b0ee7aa56c3,"['2cGxRwrMyEAp8dEbuZaVv6', '2JKApe0I2Kwk7mOXZQKPTm', '40vfXX854M4Y5ndNIVth6J', '0NptWvZDRUp1OQrZ9gtHOg', '2Lok7Mg9FaHEajBuryqHX4', '7pBQZe1Mrj3RZVKVNmpF8Q', '2Do7zN9XiKxH0rKdE0r6LW', '7FuBT8lMzlA9d6nnOFbzfP', '4quGgCedZ6SYhIgx69RLe0', '4X8cV07vLJl4GyObqJOXRj', '1JDMO4EVPHtm0xXhJb2IjR', '6PYQWArLvG6QLhQXK0Z3YU', '5Ow0t8YOueQHgdUBnXp0Xx', '5RVwF7aiOtAqoRhcQ7u1g0', '6kjIYPpW002JVf14ImZxtR']",5730d2b988e15285dc1fe807
4160,{'$oid': '5730d2b988e15285dc1fe808'},The Penguin Army selects* vol 3,7cf722ca404c6d20f86c3b0ee7aa56c3,"['4aUZov0tM1QD0mLX04GlQl', '1o4Bpvpv0Xwk49GOAo4taQ', '6y5WiiGjugsJb3IDxxXqOV', '1hH22yUZdq4mYzURzt9o45', '4o7YmNo3syL8mtvHNhwDuL', '6QnWCuzULYWHovtGnJqwUF', '4uIOpk5ih0Ui3a9pBwGKHn', '2CtVRK2DcOd7VgglY8ymhz', '5Ph6ybEzBzpksIzKW79nNQ', '16ZV0j37QHMUqf9iOflZEH', '1GRminqAAGshlfQTBlwYJ3', '59tpgfXjTc3QR7mWJj8Wln', '21E5D1TOboOyd4AjLH1L4e', '5E6GKJrIMOnnmItBnaSW6M', '0LTZD4vTsp0EN1wXatc9IR', '6nX4R2UiVrg6XZphd3QjaI', '6y160cwCsSiX5sYvIkuXy6', '3AMmZils69yZL5NdnQJqZc', '5TYgX48BJU0DXmt9cAHyQd', '6IKNeMqF1V1gmNkiZh1MmZ']",5730d2b988e15285dc1fe808
4161,{'$oid': '5730d2b988e15285dc1fe809'},The Penguin Army selects* vol 8,7cf722ca404c6d20f86c3b0ee7aa56c3,"['1kSMA8dQLpmXeq0P4UBjGs', '43lUvtT5PYmRPtB4lqTX1K', '4vtGdSkFIikUSzkvElWtyq', '63IrqjaHfIbWg7qcjfYPhl', '6pWEM9XJNOdQfkWd76CufG', '1zjBpAH6KNcgO90S1C88Oe', '1yRvKs56kf5QzWelHfKAS8', '4ILoC9hYMea7hP36nchz5s', '3tGjDR45XGBw4xV7eBnXSo', '5XZyIOvleZYTh0DD399M90', '6A4eengLRvjVeZkQaFXmv7', '4cEcpOmi1i7w9VovZvDyXu', '5gOwfgfPqQALRUpiQudMNm', '6ezUhQr0ZFfFJvZMcCHr7o', '5J1HmHmp6zCsSfHGkaeF53', '3SInJmBsc07NHl27HIngQV', '2LBvrCD0wMCzJAhmE1muGM', '4BosxfGp8c92e3CZGjBOCP', '55iwrKssfMLNfKvEviQCRB']",5730d2b988e15285dc1fe809
